timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1751046521987,27,Requisição HTTP-0,302,FOUND,Grupo de Usuários 1-10,text,true,,659,466,1,2,http://127.0.0.1:5000/adicionar_membro,27,0,1
1751046522014,7,Requisição HTTP-1,200,OK,Grupo de Usuários 1-10,text,true,,79503,340,1,2,http://127.0.0.1:5000/management,7,0,0
1751046522021,7,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,3066,657,1,2,http://127.0.0.1:5000/login,4,0,1
1751046522021,4,Requisição HTTP-0,302,FOUND,Grupo de Usuários 1-10,text,true,,630,336,1,2,http://127.0.0.1:5000/logout,4,0,1
1751046522025,3,Requisição HTTP-1,200,OK,Grupo de Usuários 1-10,text,true,,2436,321,1,2,http://127.0.0.1:5000/login,3,0,1
1751046522028,13,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,80162,790,1,2,http://127.0.0.1:5000/management,5,0,1
1751046522028,5,Requisição HTTP-0,302,FOUND,Grupo de Usuários 1-10,text,true,,659,450,1,2,http://127.0.0.1:5000/login,5,0,1
1751046522033,8,Requisição HTTP-1,200,OK,Grupo de Usuários 1-10,text,true,,79503,340,1,2,http://127.0.0.1:5000/management,7,0,0
1751046522041,7,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,79503,340,1,2,http://127.0.0.1:5000/management,7,0,0
1751046522049,4,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,1677,337,1,2,http://127.0.0.1:5000/profile,4,0,0
1751046522053,15,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,80952,808,1,2,http://127.0.0.1:5000/management,9,0,0
1751046522053,9,Requisição HTTP-0,302,FOUND,Grupo de Usuários 1-10,text,true,,659,468,1,2,http://127.0.0.1:5000/adicionar_membro,9,0,0
1751046522063,5,Requisição HTTP-1,200,OK,Grupo de Usuários 1-10,text,true,,80293,340,1,2,http://127.0.0.1:5000/management,5,0,0
1751046522069,7,Requisição HTTP,200,OK,Grupo de Usuários 1-10,text,true,,3067,658,1,2,http://127.0.0.1:5000/login,4,0,0
1751046522069,4,Requisição HTTP-0,302,FOUND,Grupo de Usuários 1-10,text,true,,631,336,1,2,http://127.0.0.1:5000/logout,4,0,0
1751046522073,3,Requisição HTTP-1,200,OK,Grupo de Usuários 1-10,text,true,,2436,322,1,2,http://127.0.0.1:5000/login,3,0,0
